reviews_item_id,helpful,recommend,user_id,user_url,reviews_date,sentiment_analysis,release_anio
1250,1 of 1 people (100%) found this review helpful,True,76561198088054470,http://steamcommunity.com/profiles/76561198088054470,2013-12-22,1,2009
1250,No ratings yet,True,76561198027404648,http://steamcommunity.com/profiles/76561198027404648,Formato inválido,1,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198066488158,http://steamcommunity.com/profiles/76561198066488158,2015-03-19,2,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198094656207,http://steamcommunity.com/profiles/76561198094656207,2015-04-03,1,2009
1250,No ratings yet,True,76561198091515601,http://steamcommunity.com/profiles/76561198091515601,2013-12-01,2,2009
1250,1 of 1 people (100%) found this review helpful,True,Llamadyl,http://steamcommunity.com/id/Llamadyl,2014-07-04,1,2009
1250,1 of 1 people (100%) found this review helpful,True,phie_black_arrow,http://steamcommunity.com/id/phie_black_arrow,2015-12-01,1,2009
1250,No ratings yet,True,76561198047260382,http://steamcommunity.com/profiles/76561198047260382,2012-09-22,1,2009
1250,10 of 13 people (77%) found this review helpful,True,76561198071178936,http://steamcommunity.com/profiles/76561198071178936,2014-07-16,1,2009
1250,1 of 1 people (100%) found this review helpful,True,123123718417671290,http://steamcommunity.com/id/123123718417671290,2013-04-17,1,2009
1250,No ratings yet,True,76561198041882833,http://steamcommunity.com/profiles/76561198041882833,2013-12-30,1,2009
1250,0 of 1 people (0%) found this review helpful,True,76561198137267002,http://steamcommunity.com/profiles/76561198137267002,2014-10-31,2,2009
1250,1 of 1 people (100%) found this review helpful,True,210396,http://steamcommunity.com/id/210396,2014-06-24,2,2009
1250,1 of 2 people (50%) found this review helpful,True,76561198062214332,http://steamcommunity.com/profiles/76561198062214332,2014-03-03,2,2009
1250,No ratings yet,True,76561198070180161,http://steamcommunity.com/profiles/76561198070180161,2014-08-01,2,2009
1250,2 of 2 people (100%) found this review helpful,True,XarxesTheSecond,http://steamcommunity.com/id/XarxesTheSecond,2013-01-19,1,2009
1250,12 of 12 people (100%) found this review helpful,True,TheTrollScript,http://steamcommunity.com/id/TheTrollScript,2014-10-05,1,2009
1250,0 of 1 people (0%) found this review helpful,True,wirebud,http://steamcommunity.com/id/wirebud,2014-03-24,2,2009
1250,2 of 2 people (100%) found this review helpful,True,gbusjesus,http://steamcommunity.com/id/gbusjesus,2014-10-19,1,2009
1250,5 of 6 people (83%) found this review helpful,True,jerichoy2k,http://steamcommunity.com/id/jerichoy2k,Formato inválido,1,2009
1250,1 of 1 people (100%) found this review helpful,True,-Kenny,http://steamcommunity.com/id/-Kenny,2013-12-26,2,2009
1250,1 of 1 people (100%) found this review helpful,True,YourNotMyRealDad,http://steamcommunity.com/id/YourNotMyRealDad,2011-12-29,1,2009
1250,No ratings yet,True,LesDexter,http://steamcommunity.com/id/LesDexter,2013-12-29,1,2009
1250,No ratings yet,True,76561198092403662,http://steamcommunity.com/profiles/76561198092403662,Formato inválido,1,2009
1250,1 of 1 people (100%) found this review helpful,True,TomBlack,http://steamcommunity.com/id/TomBlack,2014-12-05,1,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198086118981,http://steamcommunity.com/profiles/76561198086118981,2013-12-27,1,2009
1250,2 of 2 people (100%) found this review helpful,True,76561198084015139,http://steamcommunity.com/profiles/76561198084015139,2013-03-02,1,2009
1250,1 of 1 people (100%) found this review helpful,True,Zombiepig950,http://steamcommunity.com/id/Zombiepig950,2013-01-16,2,2009
1250,1 of 1 people (100%) found this review helpful,True,happygenie,http://steamcommunity.com/id/happygenie,2013-12-20,1,2009
1250,No ratings yet,True,dnsh38,http://steamcommunity.com/id/dnsh38,2015-04-28,0,2009
1250,No ratings yet,True,76561198105961037,http://steamcommunity.com/profiles/76561198105961037,2014-04-13,1,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198072717444,http://steamcommunity.com/profiles/76561198072717444,2013-12-18,1,2009
1250,1 of 3 people (33%) found this review helpful,True,Light_Dark,http://steamcommunity.com/id/Light_Dark,2013-09-27,2,2009
1250,No ratings yet,True,76561198158100654,http://steamcommunity.com/profiles/76561198158100654,2014-10-16,1,2009
1250,No ratings yet,True,SeenBag,http://steamcommunity.com/id/SeenBag,2014-02-19,1,2009
1250,0 of 2 people (0%) found this review helpful,True,bgsk8282,http://steamcommunity.com/id/bgsk8282,Formato inválido,2,2009
1250,No ratings yet,True,smuji-chan,http://steamcommunity.com/id/smuji-chan,2013-11-25,2,2009
1250,1 of 1 people (100%) found this review helpful,True,SMuffed,http://steamcommunity.com/id/SMuffed,2013-12-08,2,2009
1250,4 of 4 people (100%) found this review helpful,True,SodaLicious,http://steamcommunity.com/id/SodaLicious,2014-05-28,2,2009
1250,1 of 1 people (100%) found this review helpful,True,sh31tf4c3,http://steamcommunity.com/id/sh31tf4c3,2013-12-19,2,2009
1250,No ratings yet,True,coppelionrizumu,http://steamcommunity.com/id/coppelionrizumu,2015-01-03,2,2009
1250,No ratings yet,True,76561198075707246,http://steamcommunity.com/profiles/76561198075707246,2015-02-09,2,2009
1250,No ratings yet,True,Waxhax92,http://steamcommunity.com/id/Waxhax92,2014-06-28,0,2009
1250,1 of 1 people (100%) found this review helpful,True,ZenAndZen,http://steamcommunity.com/id/ZenAndZen,2013-12-26,1,2009
1250,No ratings yet,True,gbl_scarface,http://steamcommunity.com/id/gbl_scarface,2012-07-14,2,2009
1250,1 of 1 people (100%) found this review helpful,True,justsomecat,http://steamcommunity.com/id/justsomecat,2014-12-14,1,2009
1250,No ratings yet,True,RestingPeices,http://steamcommunity.com/id/RestingPeices,2013-12-27,0,2009
1250,2 of 2 people (100%) found this review helpful,True,tthebee,http://steamcommunity.com/id/tthebee,2014-02-25,2,2009
1250,No ratings yet,True,MrBandonkaDonk,http://steamcommunity.com/id/MrBandonkaDonk,2014-10-19,1,2009
1250,3 of 4 people (75%) found this review helpful,True,76561198030801962,http://steamcommunity.com/profiles/76561198030801962,2013-12-27,0,2009
1250,1 of 1 people (100%) found this review helpful,True,Shifty_Powers,http://steamcommunity.com/id/Shifty_Powers,2013-12-27,1,2009
1250,1 of 1 people (100%) found this review helpful,True,cxiec1,http://steamcommunity.com/id/cxiec1,2013-12-27,1,2009
1250,No ratings yet,True,ilovegaychicks,http://steamcommunity.com/id/ilovegaychicks,2014-07-10,1,2009
1250,1 of 2 people (50%) found this review helpful,True,76561198040511651,http://steamcommunity.com/profiles/76561198040511651,2015-05-23,1,2009
1250,No ratings yet,True,Tyrranis,http://steamcommunity.com/id/Tyrranis,2012-02-16,1,2009
1250,1 of 2 people (50%) found this review helpful,True,76561198046360299,http://steamcommunity.com/profiles/76561198046360299,2015-07-27,1,2009
1250,No ratings yet,True,trollviper,http://steamcommunity.com/id/trollviper,2013-03-04,1,2009
1250,1 of 1 people (100%) found this review helpful,True,4i20swagyolo69,http://steamcommunity.com/id/4i20swagyolo69,2014-12-11,0,2009
1250,No ratings yet,True,76561198051832246,http://steamcommunity.com/profiles/76561198051832246,2015-02-06,1,2009
1250,2 of 2 people (100%) found this review helpful,True,76561198053668035,http://steamcommunity.com/profiles/76561198053668035,2014-11-01,1,2009
1250,1 of 1 people (100%) found this review helpful,True,ziko21,http://steamcommunity.com/id/ziko21,2013-12-08,1,2009
1250,2 of 2 people (100%) found this review helpful,True,76561198055305615,http://steamcommunity.com/profiles/76561198055305615,2014-08-18,1,2009
1250,No ratings yet,True,76561198055609345,http://steamcommunity.com/profiles/76561198055609345,2014-06-29,1,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198056037364,http://steamcommunity.com/profiles/76561198056037364,2014-07-11,2,2009
1250,1 of 1 people (100%) found this review helpful,True,nerovonroun,http://steamcommunity.com/id/nerovonroun,2013-11-19,1,2009
1250,1 of 2 people (50%) found this review helpful,True,ClydeBunny,http://steamcommunity.com/id/ClydeBunny,2013-12-08,1,2009
1250,No ratings yet,True,TheMainEventer,http://steamcommunity.com/id/TheMainEventer,2014-12-07,2,2009
1250,3 of 3 people (100%) found this review helpful,True,IYITHEBOY,http://steamcommunity.com/id/IYITHEBOY,2013-11-08,2,2009
1250,0 of 1 people (0%) found this review helpful,True,76561198061117916,http://steamcommunity.com/profiles/76561198061117916,2014-02-28,1,2009
1250,No ratings yet,True,76561198062598752,http://steamcommunity.com/profiles/76561198062598752,2013-12-29,2,2009
1250,0 of 1 people (0%) found this review helpful,True,sam_allen1,http://steamcommunity.com/id/sam_allen1,2014-06-22,2,2009
1250,1 of 1 people (100%) found this review helpful,True,venom213,http://steamcommunity.com/id/venom213,2014-07-06,2,2009
1250,1 of 2 people (50%) found this review helpful,True,Pkpure,http://steamcommunity.com/id/Pkpure,2014-12-02,1,2009
1250,2 of 2 people (100%) found this review helpful,True,76561198074170361,http://steamcommunity.com/profiles/76561198074170361,2014-10-16,1,2009
1250,No ratings yet,True,SteemyStreem,http://steamcommunity.com/id/SteemyStreem,2014-06-28,1,2009
1250,0 of 1 people (0%) found this review helpful,True,kyle25111,http://steamcommunity.com/id/kyle25111,2014-01-20,2,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198082955718,http://steamcommunity.com/profiles/76561198082955718,2014-07-19,1,2009
1250,No ratings yet,True,76561198086021614,http://steamcommunity.com/profiles/76561198086021614,Formato inválido,1,2009
1250,1 of 1 people (100%) found this review helpful,True,76561198087196831,http://steamcommunity.com/profiles/76561198087196831,2015-07-15,2,2009
1250,1 of 1 people (100%) found this review helpful,True,oiyewnam8,http://steamcommunity.com/id/oiyewnam8,2014-04-18,0,2009
1250,No ratings yet,True,MEIMEIMEI,http://steamcommunity.com/id/MEIMEIMEI,2014-04-01,1,2009
1250,No ratings yet,True,76561198091995282,http://steamcommunity.com/profiles/76561198091995282,2013-12-28,0,2009
1250,7 of 9 people (78%) found this review helpful,True,76561198092589283,http://steamcommunity.com/profiles/76561198092589283,2014-06-13,1,2009
1250,No ratings yet,True,TnyLS,http://steamcommunity.com/id/TnyLS,2014-07-29,1,2009
1250,No ratings yet,False,76561198095426279,http://steamcommunity.com/profiles/76561198095426279,2014-03-17,1,2009
1250,No ratings yet,True,TherDarkImmortal,http://steamcommunity.com/id/TherDarkImmortal,2014-03-20,1,2009
1250,No ratings yet,True,76561198097165402,http://steamcommunity.com/profiles/76561198097165402,2013-11-29,1,2009
1250,0 of 1 people (0%) found this review helpful,True,76561198101800731,http://steamcommunity.com/profiles/76561198101800731,2014-10-17,2,2009
248820,No ratings yet,True,evcentric,http://steamcommunity.com/id/evcentric,Formato inválido,2,2013
248820,1 of 1 people (100%) found this review helpful,True,SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,2015-06-12,1,2013
248820,1 of 1 people (100%) found this review helpful,True,76561198046807777,http://steamcommunity.com/profiles/76561198046807777,2015-04-07,1,2013
248820,No ratings yet,True,76561198057093397,http://steamcommunity.com/profiles/76561198057093397,2014-12-31,2,2013
248820,No ratings yet,True,76561198060785883,http://steamcommunity.com/profiles/76561198060785883,2014-06-22,1,2013
248820,1 of 1 people (100%) found this review helpful,True,76561198048088970,http://steamcommunity.com/profiles/76561198048088970,2015-04-29,1,2013
248820,No ratings yet,True,76561198072798256,http://steamcommunity.com/profiles/76561198072798256,2015-12-07,1,2013
248820,No ratings yet,True,TTDrak,http://steamcommunity.com/id/TTDrak,2014-02-28,1,2013
248820,5 of 7 people (71%) found this review helpful,True,Froppz,http://steamcommunity.com/id/Froppz,2014-07-07,1,2013
248820,2 of 2 people (100%) found this review helpful,True,tom1rox,http://steamcommunity.com/id/tom1rox,2014-08-14,2,2013
248820,No ratings yet,True,957528123,http://steamcommunity.com/id/957528123,Formato inválido,1,2013
248820,2 of 2 people (100%) found this review helpful,True,shucuz,http://steamcommunity.com/id/shucuz,2014-03-26,1,2013
248820,No ratings yet,True,KingCookie1228,http://steamcommunity.com/id/KingCookie1228,2014-11-24,1,2013
248820,1 of 2 people (50%) found this review helpful,True,76561198046930744,http://steamcommunity.com/profiles/76561198046930744,2015-04-03,1,2013
248820,1 of 2 people (50%) found this review helpful,True,76561198019210728,http://steamcommunity.com/profiles/76561198019210728,2014-04-25,2,2013
248820,No ratings yet,True,76561198009005804,http://steamcommunity.com/profiles/76561198009005804,2013-12-23,2,2013
248820,No ratings yet,True,airvortex,http://steamcommunity.com/id/airvortex,2015-05-12,1,2013
248820,No ratings yet,True,yanz15,http://steamcommunity.com/id/yanz15,2013-11-26,1,2013
248820,1 of 1 people (100%) found this review helpful,True,ninjatomato,http://steamcommunity.com/id/ninjatomato,2014-07-07,2,2013
248820,1 of 1 people (100%) found this review helpful,True,OrientalGaming,http://steamcommunity.com/id/OrientalGaming,2014-12-31,2,2013
248820,No ratings yet,True,76561198050238243,http://steamcommunity.com/profiles/76561198050238243,Formato inválido,2,2013
248820,No ratings yet,True,CI4Z,http://steamcommunity.com/id/CI4Z,2015-12-16,2,2013
248820,0 of 3 people (0%) found this review helpful,True,mysticplatypus,http://steamcommunity.com/id/mysticplatypus,2014-10-14,1,2013
248820,1 of 1 people (100%) found this review helpful,True,bonjarden,http://steamcommunity.com/id/bonjarden,2015-01-09,1,2013
248820,1 of 1 people (100%) found this review helpful,True,shaco4life,http://steamcommunity.com/id/shaco4life,2015-06-15,1,2013
248820,1 of 2 people (50%) found this review helpful,True,76561198086140906,http://steamcommunity.com/profiles/76561198086140906,Formato inválido,1,2013
248820,No ratings yet,True,jops70,http://steamcommunity.com/id/jops70,2014-11-27,1,2013
248820,1 of 1 people (100%) found this review helpful,True,76561198043922525,http://steamcommunity.com/profiles/76561198043922525,2014-05-17,1,2013
248820,No ratings yet,True,CDTLEGO,http://steamcommunity.com/id/CDTLEGO,2013-12-15,1,2013
248820,1 of 1 people (100%) found this review helpful,True,NathanJGaming,http://steamcommunity.com/id/NathanJGaming,2013-12-21,1,2013
248820,1 of 2 people (50%) found this review helpful,True,76561198077185651,http://steamcommunity.com/profiles/76561198077185651,2014-12-25,2,2013
248820,1 of 1 people (100%) found this review helpful,True,totallynotsianide,http://steamcommunity.com/id/totallynotsianide,2014-11-11,1,2013
248820,9 of 11 people (82%) found this review helpful,True,PalladsBalladOfSallad,http://steamcommunity.com/id/PalladsBalladOfSallad,2014-09-28,1,2013
248820,1 of 1 people (100%) found this review helpful,True,76561198071340853,http://steamcommunity.com/profiles/76561198071340853,2014-05-26,2,2013
248820,1 of 2 people (50%) found this review helpful,True,TheOnlySnake,http://steamcommunity.com/id/TheOnlySnake,2014-01-02,2,2013
248820,2 of 2 people (100%) found this review helpful,True,chanthecat,http://steamcommunity.com/id/chanthecat,2013-11-25,2,2013
248820,2 of 2 people (100%) found this review helpful,True,guygu6,http://steamcommunity.com/id/guygu6,2015-04-05,1,2013
248820,No ratings yet,True,Madschnapps,http://steamcommunity.com/id/Madschnapps,Formato inválido,2,2013
248820,No ratings yet,True,76561198022154943,http://steamcommunity.com/profiles/76561198022154943,2013-11-17,1,2013
248820,No ratings yet,True,76561198036011305,http://steamcommunity.com/profiles/76561198036011305,Formato inválido,2,2013
248820,No ratings yet,True,kingkottah,http://steamcommunity.com/id/kingkottah,2014-06-26,2,2013
248820,1 of 2 people (50%) found this review helpful,True,magmantis,http://steamcommunity.com/id/magmantis,2014-12-23,0,2013
248820,1 of 1 people (100%) found this review helpful,True,ziqan,http://steamcommunity.com/id/ziqan,2015-04-27,1,2013
248820,1 of 1 people (100%) found this review helpful,True,Aleatorias,http://steamcommunity.com/id/Aleatorias,Formato inválido,1,2013
248820,No ratings yet,True,speedyplague,http://steamcommunity.com/id/speedyplague,2014-01-07,1,2013
248820,7 of 16 people (44%) found this review helpful,False,76561198060205887,http://steamcommunity.com/profiles/76561198060205887,2015-06-28,1,2013
248820,No ratings yet,True,Happy_Cyanide,http://steamcommunity.com/id/Happy_Cyanide,2015-08-02,1,2013
248820,2 of 13 people (15%) found this review helpful,False,76561198067044085,http://steamcommunity.com/profiles/76561198067044085,2014-02-07,0,2013
248820,No ratings yet,True,UGPanda,http://steamcommunity.com/id/UGPanda,2014-05-09,1,2013
248820,No ratings yet,True,76561198081735690,http://steamcommunity.com/profiles/76561198081735690,2014-12-02,2,2013
248820,2 of 2 people (100%) found this review helpful,True,76561198090660044,http://steamcommunity.com/profiles/76561198090660044,2013-12-17,2,2013
250320,2 of 2 people (100%) found this review helpful,True,doctr,http://steamcommunity.com/id/doctr,2013-10-14,2,2013
250320,3 of 4 people (75%) found this review helpful,True,TheSuccIsGudd,http://steamcommunity.com/id/TheSuccIsGudd,2013-11-13,2,2013
250320,No ratings yet,True,yolofaceguy,http://steamcommunity.com/id/yolofaceguy,2014-10-31,1,2013
250320,1 of 2 people (50%) found this review helpful,True,BloodNihilist,http://steamcommunity.com/id/BloodNihilist,2013-11-30,2,2013
250320,0 of 1 people (0%) found this review helpful,True,a-nime,http://steamcommunity.com/id/a-nime,2014-02-05,2,2013
250320,1 of 1 people (100%) found this review helpful,True,76561198067582240,http://steamcommunity.com/profiles/76561198067582240,2014-05-23,2,2013
250320,No ratings yet,True,76561198063501316,http://steamcommunity.com/profiles/76561198063501316,2013-10-20,1,2013
250320,No ratings yet,True,OnyxHavok,http://steamcommunity.com/id/OnyxHavok,2013-11-02,2,2013
250320,1 of 1 people (100%) found this review helpful,True,76561198059360370,http://steamcommunity.com/profiles/76561198059360370,2014-04-11,1,2013
250320,No ratings yet,True,leogtz99,http://steamcommunity.com/id/leogtz99,2014-07-08,2,2013
250320,1 of 1 people (100%) found this review helpful,True,AkivaraRyuzaki,http://steamcommunity.com/id/AkivaraRyuzaki,2015-12-08,2,2013
250320,2 of 2 people (100%) found this review helpful,True,Big_Dyrone,http://steamcommunity.com/id/Big_Dyrone,2014-06-03,1,2013
250320,No ratings yet,True,GreenTornadoe,http://steamcommunity.com/id/GreenTornadoe,2015-06-02,1,2013
250320,1 of 1 people (100%) found this review helpful,True,76561198047907062,http://steamcommunity.com/profiles/76561198047907062,2014-07-08,2,2013
250320,1 of 1 people (100%) found this review helpful,True,Ohlmay,http://steamcommunity.com/id/Ohlmay,2014-07-12,1,2013
250320,1 of 1 people (100%) found this review helpful,True,76561198055938832,http://steamcommunity.com/profiles/76561198055938832,2014-07-08,1,2013
250320,No ratings yet,True,76561198093080426,http://steamcommunity.com/profiles/76561198093080426,2015-06-19,2,2013
250320,1 of 1 people (100%) found this review helpful,True,76561198067026617,http://steamcommunity.com/profiles/76561198067026617,2014-01-13,2,2013
250320,No ratings yet,True,76561198031162927,http://steamcommunity.com/profiles/76561198031162927,2013-12-22,2,2013
250320,No ratings yet,True,grantschulz,http://steamcommunity.com/id/grantschulz,2014-07-13,2,2013
250320,1 of 1 people (100%) found this review helpful,True,dootz,http://steamcommunity.com/id/dootz,2015-10-18,2,2013
250320,No ratings yet,True,76561198043499851,http://steamcommunity.com/profiles/76561198043499851,2014-04-09,1,2013
250320,No ratings yet,True,76561198046211301,http://steamcommunity.com/profiles/76561198046211301,2014-07-08,2,2013
250320,3 of 3 people (100%) found this review helpful,True,76561198055156382,http://steamcommunity.com/profiles/76561198055156382,2015-02-16,2,2013
250320,2 of 2 people (100%) found this review helpful,True,Dankscopingmemes911,http://steamcommunity.com/id/Dankscopingmemes911,2014-07-08,2,2013
250320,No ratings yet,True,76561198072922914,http://steamcommunity.com/profiles/76561198072922914,2014-04-12,1,2013
250320,No ratings yet,True,mokona,http://steamcommunity.com/id/mokona,2014-05-09,2,2013
250320,No ratings yet,True,ambamberam,http://steamcommunity.com/id/ambamberam,2013-12-30,1,2013
250320,3 of 5 people (60%) found this review helpful,True,verysugoi,http://steamcommunity.com/id/verysugoi,2014-02-08,1,2013
250320,0 of 1 people (0%) found this review helpful,True,TOMWAR1,http://steamcommunity.com/id/TOMWAR1,2014-02-07,1,2013
211420,35 of 43 people (81%) found this review helpful,True,maplemage,http://steamcommunity.com/id/maplemage,2014-04-15,1,2012
211420,1 of 3 people (33%) found this review helpful,False,Brayneeah,http://steamcommunity.com/id/Brayneeah,Formato inválido,1,2012
211420,5 of 5 people (100%) found this review helpful,True,fatppl,http://steamcommunity.com/id/fatppl,2015-01-10,1,2012
211420,No ratings yet,True,76561198026040814,http://steamcommunity.com/profiles/76561198026040814,2015-11-26,1,2012
211420,0 of 1 people (0%) found this review helpful,True,treemasterrace,http://steamcommunity.com/id/treemasterrace,Formato inválido,1,2012
211420,2 of 2 people (100%) found this review helpful,True,76561198062491543,http://steamcommunity.com/profiles/76561198062491543,2015-08-21,1,2012
211420,43 of 48 people (90%) found this review helpful,True,Chocolateness,http://steamcommunity.com/id/Chocolateness,2015-09-28,1,2012
211420,No ratings yet,True,76561198062091405,http://steamcommunity.com/profiles/76561198062091405,2014-02-14,1,2012
211420,22 of 23 people (96%) found this review helpful,True,Happysumo,http://steamcommunity.com/id/Happysumo,2014-02-14,1,2012
211420,1 of 2 people (50%) found this review helpful,True,76561198082864529,http://steamcommunity.com/profiles/76561198082864529,Formato inválido,2,2012
211420,2 of 4 people (50%) found this review helpful,True,InTranze,http://steamcommunity.com/id/InTranze,2014-02-16,2,2012
211420,No ratings yet,True,bloodyjak,http://steamcommunity.com/id/bloodyjak,2014-09-27,1,2012
211420,No ratings yet,True,BABBYMAN,http://steamcommunity.com/id/BABBYMAN,2015-03-13,0,2012
211420,No ratings yet,True,MEDSBUMM,http://steamcommunity.com/id/MEDSBUMM,2015-05-01,1,2012
211420,0 of 1 people (0%) found this review helpful,False,76561198033883963,http://steamcommunity.com/profiles/76561198033883963,2014-11-28,1,2012
211420,No ratings yet,True,essex666,http://steamcommunity.com/id/essex666,2014-05-05,0,2012
211420,No ratings yet,True,13971397,http://steamcommunity.com/id/13971397,Formato inválido,1,2012
211420,No ratings yet,True,76561198048578169,http://steamcommunity.com/profiles/76561198048578169,Formato inválido,1,2012
211420,1 of 3 people (33%) found this review helpful,True,76561198049506705,http://steamcommunity.com/profiles/76561198049506705,2014-08-15,1,2012
211420,No ratings yet,False,flechertel,http://steamcommunity.com/id/flechertel,2014-07-01,0,2012
211420,No ratings yet,True,RMOS,http://steamcommunity.com/id/RMOS,2015-09-13,1,2012
211420,3 of 3 people (100%) found this review helpful,True,JayKayGray,http://steamcommunity.com/id/JayKayGray,2014-05-26,1,2012
211420,No ratings yet,True,76561198042451234,http://steamcommunity.com/profiles/76561198042451234,2013-12-12,1,2012
211420,2 of 2 people (100%) found this review helpful,True,insertnameherere,http://steamcommunity.com/id/insertnameherere,2014-12-17,2,2012
211420,No ratings yet,True,76561197984211461,http://steamcommunity.com/profiles/76561197984211461,2014-01-02,0,2012
211420,1 of 1 people (100%) found this review helpful,True,happyturtleleader,http://steamcommunity.com/id/happyturtleleader,2013-12-31,1,2012
211420,2 of 2 people (100%) found this review helpful,True,76561198060029466,http://steamcommunity.com/profiles/76561198060029466,2014-06-30,0,2012
211420,1 of 1 people (100%) found this review helpful,True,ozi10,http://steamcommunity.com/id/ozi10,Formato inválido,1,2012
211420,1 of 1 people (100%) found this review helpful,True,cyroblade,http://steamcommunity.com/id/cyroblade,2014-01-07,2,2012
